0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.162776,-0.266602,0.195216,0.031857,-0.197197,0.120523,0.097572,-0.176058,0.016052,0.158112,-0.103821,-0.096272,0.150454,0.017436,-0.154991,0.057304,0.124743,-0.113552,-0.071239,0.143417,0.00737,-0.144767,0.054626,0.120176,-0.104563,-0.075715,0.135187,0.019694,-0.142646,0.03858,0.126592,-0.089977,-0.089977,0.126592,0.03858,-0.142646,0.019694,0.135187,-0.075715,-0.104563,0.120176,0.054626,-0.144767,0.00737,0.143417,-0.071239,-0.113552,0.124743,0.057304,-0.154991,0.017436,0.150454,-0.096272,-0.103821,0.158112,0.016052,-0.176058,0.097572,0.120523,-0.197197,0.031857,0.195216,-0.266602,0.162776
-0.130325,0.246291,-0.23887,0.062129,0.148428,-0.185666,0.012633,0.163909,-0.128081,-0.069581,0.167542,-0.037118,-0.139656,0.117367,0.069375,-0.152922,0.014904,0.142017,-0.088672,-0.094269,0.13507,0.025638,-0.146178,0.046025,0.122596,-0.104563,-0.071888,0.138102,0.006319,-0.140601,0.059732,0.112381,-0.112381,-0.059732,0.140601,-0.006319,-0.138102,0.071888,0.104563,-0.122596,-0.046025,0.146178,-0.025638,-0.13507,0.094269,0.088672,-0.142017,-0.014904,0.152922,-0.069375,-0.117367,0.139656,0.037118,-0.167542,0.069581,0.128081,-0.163909,-0.012633,0.185666,-0.148428,-0.062129,0.23887,-0.246291,0.130325
0.100949,-0.216213,0.258126,-0.146402,-0.064745,0.196134,-0.119125,-0.081788,0.178112,-0.058286,-0.127889,0.146138,0.024163,-0.157728,0.07783,0.105123,-0.140626,-0.018488,0.149064,-0.06847,-0.107693,0.128517,0.034588,-0.146363,0.046025,0.120176,-0.110717,-0.059962,0.142329,-0.016191,-0.133361,0.08705,0.08705,-0.133361,-0.016191,0.142329,-0.059962,-0.110717,0.120176,0.046025,-0.146363,0.034588,0.128517,-0.107693,-0.06847,0.149064,-0.018488,-0.140626,0.105123,0.07783,-0.157728,0.024163,0.146138,-0.127889,-0.058286,0.178112,-0.081788,-0.119125,0.196134,-0.064745,-0.146402,0.258126,-0.216213,0.100949
0.075609,-0.180992,0.254924,-0.209061,0.033798,0.151179,-0.185095,0.034874,0.143375,-0.155617,-0.010034,0.157664,-0.110222,-0.071624,0.158705,-0.041327,-0.126924,0.125832,0.041595,-0.150857,0.055622,0.113755,-0.126089,-0.034588,0.146178,-0.054626,-0.112193,0.121768,0.03882,-0.144499,0.047239,0.116224,-0.116224,-0.047239,0.144499,-0.03882,-0.121768,0.112193,0.054626,-0.146178,0.034588,0.126089,-0.113755,-0.055622,0.150857,-0.041595,-0.125832,0.126924,0.041327,-0.158705,0.071624,0.110222,-0.157664,0.010034,0.155617,-0.143375,-0.034874,0.185095,-0.151179,-0.033798,0.209061,-0.254924,0.180992,-0.075609
-0.054722,0.144781,-0.234031,0.244123,-0.126561,-0.065451,0.190205,-0.13884,-0.041751,0.171492,-0.115003,-0.065025,0.165826,-0.07216,-0.104109,0.151063,-0.012624,-0.138725,0.113642,0.054901,-0.150881,0.051244,0.113755,-0.128517,-0.025638,0.144767,-0.07125,-0.096628,0.134845,0.007411,-0.139387,0.084117,0.084117,-0.139387,0.007411,0.134845,-0.096628,-0.07125,0.144767,-0.025638,-0.128517,0.113755,0.051244,-0.150881,0.054901,0.113642,-0.138725,-0.012624,0.151063,-0.104109,-0.07216,0.165826,-0.065025,-0.115003,0.171492,-0.041751,-0.13884,0.190205,-0.065451,-0.126561,0.244123,-0.234031,0.144781,-0.054722
0.038242,-0.110814,0.201624,-0.251585,0.197454,-0.037489,-0.135576,0.191119,-0.079732,-0.099395,0.174714,-0.070767,-0.103719,0.161301,-0.039281,-0.124088,0.141414,0.006591,-0.144184,0.106927,0.059218,-0.150881,0.055622,0.107693,-0.13507,-0.00737,0.139572,-0.094235,-0.07068,0.144936,-0.03387,-0.120367,0.120367,0.03387,-0.144936,0.07068,0.094235,-0.139572,0.00737,0.13507,-0.107693,-0.055622,0.150881,-0.059218,-0.106927,0.144184,-0.006591,-0.141414,0.124088,0.039281,-0.161301,0.103719,0.070767,-0.174714,0.099395,0.079732,-0.191119,0.135576,0.037489,-0.197454,0.251585,-0.201624,0.110814,-0.038242
-0.025783,0.081208,-0.163939,0.236121,-0.237885,0.13328,0.040409,-0.175045,0.168617,-0.022942,-0.136757,0.163677,-0.031621,-0.128089,0.151806,-0.014984,-0.134992,0.134082,0.016114,-0.145726,0.106927,0.054901,-0.150857,0.06847,0.094269,-0.143417,0.02042,0.126473,-0.119917,-0.031936,0.144622,-0.081152,-0.081152,0.144622,-0.031936,-0.119917,0.126473,0.02042,-0.143417,0.094269,0.06847,-0.150857,0.054901,0.106927,-0.145726,0.016114,0.134082,-0.134992,-0.014984,0.151806,-0.128089,-0.031621,0.163677,-0.136757,-0.022942,0.168617,-0.175045,0.040409,0.13328,-0.237885,0.236121,-0.163939,0.081208,-0.025783
0.016753,-0.056989,0.126238,-0.205047,0.247132,-0.203544,0.067064,0.099441,-0.190141,0.136145,0.02386,-0.157709,0.147399,-0.001561,-0.141857,0.142801,-0.000352,-0.139667,0.131397,0.016114,-0.144184,0.113642,0.041595,-0.149064,0.088672,0.071239,-0.14928,0.056675,0.100414,-0.141579,0.019524,0.12489,-0.12489,-0.019524,0.141579,-0.100414,-0.056675,0.14928,-0.071239,-0.088672,0.149064,-0.041595,-0.113642,0.144184,-0.016114,-0.131397,0.139667,0.000352,-0.142801,0.141857,0.001561,-0.147399,0.157709,-0.02386,-0.136145,0.190141,-0.099441,-0.067064,0.203544,-0.247132,0.205047,-0.126238,0.056989,-0.016753
0.01048,-0.03829,0.092247,-0.166235,0.230632,-0.239469,0.159925,-0.008541,-0.139224,0.189598,-0.103313,-0.058387,0.167644,-0.132169,-0.018284,0.148541,-0.137554,-0.004508,0.139667,-0.134082,-0.006591,0.138725,-0.125832,-0.018488,0.142017,-0.113552,-0.036315,0.146245,-0.097429,-0.057054,0.148997,-0.078124,-0.078124,0.148997,-0.057054,-0.097429,0.146245,-0.036315,-0.113552,0.142017,-0.018488,-0.125832,0.138725,-0.006591,-0.134082,0.139667,-0.004508,-0.137554,0.148541,-0.018284,-0.132169,0.167644,-0.058387,-0.103313,0.189598,-0.139224,-0.008541,0.159925,-0.239469,0.230632,-0.166235,0.092247,-0.03829,0.01048
-0.006303,0.024616,-0.064036,0.126481,-0.197177,0.2418,-0.220275,0.116035,0.037934,-0.163243,0.181452,-0.075857,-0.081252,0.171415,-0.121769,-0.028046,0.150497,-0.137554,0.000352,0.134992,-0.141414,0.012624,0.126924,-0.140626,0.014904,0.124743,-0.137832,0.011131,0.126347,-0.134033,0.004061,0.1299,-0.1299,-0.004061,0.134033,-0.126347,-0.011131,0.137832,-0.124743,-0.014904,0.140626,-0.126924,-0.012624,0.141414,-0.134992,-0.000352,0.137554,-0.150497,0.028046,0.121769,-0.171415,0.081252,0.075857,-0.181452,0.163243,-0.037934,-0.116035,0.220275,-0.2418,0.197177,-0.126481,0.064036,-0.024616,0.006303
0.003639,-0.015129,0.042241,-0.090591,0.156085,-0.218182,0.242251,-0.196454,0.077673,0.071688,-0.176169,0.171781,-0.056649,-0.09405,0.172438,-0.118112,-0.028046,0.148541,-0.142801,0.014984,0.124088,-0.151063,0.041327,0.105123,-0.152922,0.057304,0.091751,-0.152782,0.067462,0.082376,-0.152414,0.074998,0.074998,-0.152414,0.082376,0.067462,-0.152782,0.091751,0.057304,-0.152922,0.105123,0.041327,-0.151063,0.124088,0.014984,-0.142801,0.148541,-0.028046,-0.118112,0.172438,-0.09405,-0.056649,0.171781,-0.176169,0.071688,0.077673,-0.196454,0.242251,-0.218182,0.156085,-0.090591,0.042241,-0.015129,0.003639
0.002013,-0.008878,0.026469,-0.061175,0.115096,-0.179362,0.230549,-0.236458,0.173431,-0.047877,-0.093937,0.182244,-0.164547,0.046864,0.098144,-0.172438,0.121769,0.018284,-0.141857,0.151806,-0.039281,-0.104109,0.158705,-0.07783,-0.069375,0.154991,-0.103666,-0.039341,0.146571,-0.121816,-0.012714,0.13555,-0.13555,0.012714,0.121816,-0.146571,0.039341,0.103666,-0.154991,0.069375,0.07783,-0.158705,0.104109,0.039281,-0.151806,0.141857,-0.018284,-0.121769,0.172438,-0.098144,-0.046864,0.164547,-0.182244,0.093937,0.047877,-0.173431,0.236458,-0.230549,0.179362,-0.115096,0.061175,-0.026469,0.008878,-0.002013
-0.001065,0.004966,-0.015742,0.038968,-0.079323,0.135731,-0.196177,0.236622,-0.228497,0.154889,-0.027849,-0.106393,0.184505,-0.161911,0.046864,0.09405,-0.171415,0.132169,-0.001561,-0.128089,0.161301,-0.07216,-0.071624,0.157728,-0.117367,-0.017436,0.137117,-0.143173,0.030349,0.107432,-0.154736,0.071726,0.071726,-0.154736,0.107432,0.030349,-0.143173,0.137117,-0.017436,-0.117367,0.157728,-0.071624,-0.07216,0.161301,-0.128089,-0.001561,0.132169,-0.171415,0.09405,0.046864,-0.161911,0.184505,-0.106393,-0.027849,0.154889,-0.228497,0.236622,-0.196177,0.135731,-0.079323,0.038968,-0.015742,0.004966,-0.001065
-0.000538,0.002643,-0.008873,0.023404,-0.051171,0.095083,-0.151668,0.207325,-0.238878,0.221498,-0.143029,0.017851,0.110382,-0.184505,0.164547,-0.056649,-0.081252,0.167644,-0.147399,0.031621,0.103719,-0.165826,0.110222,0.024163,-0.139656,0.150454,-0.047942,-0.090467,0.158856,-0.104308,-0.031092,0.142067,-0.142067,0.031092,0.104308,-0.158856,0.090467,0.047942,-0.150454,0.139656,-0.024163,-0.110222,0.165826,-0.103719,-0.031621,0.147399,-0.167644,0.081252,0.056649,-0.164547,0.184505,-0.110382,-0.017851,0.143029,-0.221498,0.238878,-0.207325,0.151668,-0.095083,0.051171,-0.023404,0.008873,-0.002643,0.000538
-0.000258,0.001335,-0.00473,0.013237,-0.030903,0.061828,-0.107436,0.162778,-0.213921,0.239359,-0.217502,0.138965,-0.017851,-0.106393,0.182244,-0.171781,0.075857,0.058387,-0.157709,0.163677,-0.070767,-0.065025,0.157664,-0.146138,0.037118,0.096272,-0.162448,0.114985,0.013232,-0.131616,0.155764,-0.068247,-0.068247,0.155764,-0.131616,0.013232,0.114985,-0.162448,0.096272,0.037118,-0.146138,0.157664,-0.065025,-0.070767,0.163677,-0.157709,0.058387,0.075857,-0.171781,0.182244,-0.106393,-0.017851,0.138965,-0.217502,0.239359,-0.213921,0.162778,-0.107436,0.061828,-0.030903,0.013237,-0.00473,0.001335,-0.000258
-0.000118,0.000638,-0.002379,0.007036,-0.017452,0.037346,-0.070016,0.115846,-0.169271,0.216943,-0.239371,0.217502,-0.143029,0.027849,0.093937,-0.176169,0.181452,-0.103313,-0.02386,0.136757,-0.174714,0.115003,0.010034,-0.127889,0.167542,-0.103821,-0.024408,0.136454,-0.160511,0.080658,0.05152,-0.149804,0.149804,-0.05152,-0.080658,0.160511,-0.136454,0.024408,0.103821,-0.167542,0.127889,-0.010034,-0.115003,0.174714,-0.136757,0.02386,0.103313,-0.181452,0.176169,-0.093937,-0.027849,0.143029,-0.217502,0.239371,-0.216943,0.169271,-0.115846,0.070016,-0.037346,0.017452,-0.007036,0.002379,-0.000638,0.000118
5.1e-05,-0.000287,0.001124,-0.003504,0.009197,-0.020935,0.042033,-0.075141,0.120086,-0.171401,0.216943,-0.239359,0.221498,-0.154889,0.047877,0.071688,-0.163243,0.189598,-0.136145,0.022942,0.099395,-0.171492,0.155617,-0.058286,-0.069581,0.158112,-0.157238,0.066627,0.0621,-0.154111,0.155196,-0.064465,-0.064465,0.155196,-0.154111,0.0621,0.066627,-0.157238,0.158112,-0.069581,-0.058286,0.155617,-0.171492,0.099395,0.022942,-0.136145,0.189598,-0.163243,0.071688,0.047877,-0.154889,0.221498,-0.239359,0.216943,-0.171401,0.120086,-0.075141,0.042033,-0.020935,0.009197,-0.003504,0.001124,-0.000287,5.1e-05
2e-05,-0.000121,0.000498,-0.001629,0.004507,-0.010864,0.023221,-0.044492,0.076882,-0.120086,0.169271,-0.213921,0.238878,-0.228497,0.173431,-0.077673,-0.037934,0.139224,-0.190141,0.168617,-0.079732,-0.041751,0.143375,-0.178112,0.128081,-0.016052,-0.103234,0.169473,-0.14811,0.049611,0.074738,-0.159363,0.159363,-0.074738,-0.049611,0.14811,-0.169473,0.103234,0.016052,-0.128081,0.178112,-0.143375,0.041751,0.079732,-0.168617,0.190141,-0.139224,0.037934,0.077673,-0.173431,0.228497,-0.238878,0.213921,-0.169271,0.120086,-0.076882,0.044492,-0.023221,0.010864,-0.004507,0.001629,-0.000498,0.000121,-2e-05
8e-06,-4.8e-05,0.000205,-0.000703,0.002044,-0.005197,0.011769,-0.024016,0.044492,-0.075141,0.115846,-0.162778,0.207325,-0.236622,0.236458,-0.196454,0.116035,-0.008541,-0.099441,0.175045,-0.191119,0.13884,-0.034874,-0.081788,0.163909,-0.176058,0.11163,0.002027,-0.114259,0.173713,-0.15254,0.060233,0.060233,-0.15254,0.173713,-0.114259,0.002027,0.11163,-0.176058,0.163909,-0.081788,-0.034874,0.13884,-0.191119,0.175045,-0.099441,-0.008541,0.116035,-0.196454,0.236458,-0.236622,0.207325,-0.162778,0.115846,-0.075141,0.044492,-0.024016,0.011769,-0.005197,0.002044,-0.000703,0.000205,-4.8e-05,8e-06
-3e-06,1.7e-05,-7.8e-05,0.000279,-0.000852,0.002278,-0.005443,0.011769,-0.023221,0.042033,-0.070016,0.107436,-0.151668,0.196177,-0.230549,0.242251,-0.220275,0.159925,-0.067064,-0.040409,0.135576,-0.190205,0.185095,-0.119125,0.012633,0.097572,-0.170862,0.178665,-0.1169,0.009086,0.102104,-0.17188,0.17188,-0.102104,-0.009086,0.1169,-0.178665,0.170862,-0.097572,-0.012633,0.119125,-0.185095,0.190205,-0.135576,0.040409,0.067064,-0.159925,0.220275,-0.242251,0.230549,-0.196177,0.151668,-0.107436,0.070016,-0.042033,0.023221,-0.011769,0.005443,-0.002278,0.000852,-0.000279,7.8e-05,-1.7e-05,3e-06
-1e-06,6e-06,-2.7e-05,0.000101,-0.000323,0.000907,-0.002278,0.005197,-0.010864,0.020935,-0.037346,0.061828,-0.095083,0.135731,-0.179362,0.218182,-0.2418,0.239469,-0.203544,0.13328,-0.037489,-0.065451,0.151179,-0.196134,0.185666,-0.120523,0.018779,0.088368,-0.166211,0.188442,-0.146916,0.055283,0.055283,-0.146916,0.188442,-0.166211,0.088368,0.018779,-0.120523,0.185666,-0.196134,0.151179,-0.065451,-0.037489,0.13328,-0.203544,0.239469,-0.2418,0.218182,-0.179362,0.135731,-0.095083,0.061828,-0.037346,0.020935,-0.010864,0.005197,-0.002278,0.000907,-0.000323,0.000101,-2.7e-05,6e-06,-1e-06
-0.0,2e-06,-9e-06,3.3e-05,-0.00011,0.000323,-0.000852,0.002044,-0.004507,0.009197,-0.017452,0.030903,-0.051171,0.079323,-0.115096,0.156085,-0.197177,0.230632,-0.247132,0.237885,-0.197454,0.126561,-0.033798,-0.064745,0.148428,-0.197197,0.197604,-0.147747,0.059228,0.044989,-0.136559,0.189902,-0.189902,0.136559,-0.044989,-0.059228,0.147747,-0.197604,0.197197,-0.148428,0.064745,0.033798,-0.126561,0.197454,-0.237885,0.247132,-0.230632,0.197177,-0.156085,0.115096,-0.079323,0.051171,-0.030903,0.017452,-0.009197,0.004507,-0.002044,0.000852,-0.000323,0.00011,-3.3e-05,9e-06,-2e-06,0.0
-0.0,0.0,-2e-06,1e-05,-3.3e-05,0.000101,-0.000279,0.000703,-0.001629,0.003504,-0.007036,0.013237,-0.023404,0.038968,-0.061175,0.090591,-0.126481,0.166235,-0.205047,0.236121,-0.251585,0.244123,-0.209061,0.146402,-0.062129,-0.031857,0.119488,-0.183805,0.211036,-0.194402,0.136438,-0.049032,-0.049032,0.136438,-0.194402,0.211036,-0.183805,0.119488,-0.031857,-0.062129,0.146402,-0.209061,0.244123,-0.251585,0.236121,-0.205047,0.166235,-0.126481,0.090591,-0.061175,0.038968,-0.023404,0.013237,-0.007036,0.003504,-0.001629,0.000703,-0.000279,0.000101,-3.3e-05,1e-05,-2e-06,0.0,-0.0
-0.0,0.0,-1e-06,2e-06,-9e-06,2.7e-05,-7.8e-05,0.000205,-0.000498,0.001124,-0.002379,0.00473,-0.008873,0.015742,-0.026469,0.042241,-0.064036,0.092247,-0.126238,0.163939,-0.201624,0.234031,-0.254924,0.258126,-0.23887,0.195216,-0.129135,0.046914,0.041375,-0.123374,0.186644,-0.221099,0.221099,-0.186644,0.123374,-0.041375,-0.046914,0.129135,-0.195216,0.23887,-0.258126,0.254924,-0.234031,0.201624,-0.163939,0.126238,-0.092247,0.064036,-0.042241,0.026469,-0.015742,0.008873,-0.00473,0.002379,-0.001124,0.000498,-0.000205,7.8e-05,-2.7e-05,9e-06,-2e-06,1e-06,-0.0,0.0
0.0,-0.0,0.0,-0.0,2e-06,-6e-06,1.7e-05,-4.8e-05,0.000121,-0.000287,0.000638,-0.001335,0.002643,-0.004966,0.008878,-0.015129,0.024616,-0.03829,0.056989,-0.081208,0.110814,-0.144781,0.180992,-0.216213,0.246291,-0.266602,0.272721,-0.261208,0.230364,-0.180768,0.115465,-0.039711,-0.039711,0.115465,-0.180768,0.230364,-0.261208,0.272721,-0.266602,0.246291,-0.216213,0.180992,-0.144781,0.110814,-0.081208,0.056989,-0.03829,0.024616,-0.015129,0.008878,-0.004966,0.002643,-0.001335,0.000638,-0.000287,0.000121,-4.8e-05,1.7e-05,-6e-06,2e-06,-0.0,0.0,-0.0,0.0
-0.0,-0.0,0.0,-0.0,0.0,-1e-06,3e-06,-8e-06,2e-05,-5.1e-05,0.000118,-0.000258,0.000538,-0.001065,0.002013,-0.003639,0.006303,-0.01048,0.016753,-0.025783,0.038242,-0.054722,0.075609,-0.100949,0.130325,-0.162776,0.196787,-0.230364,0.261208,-0.28696,0.305493,-0.315193,0.315193,-0.305493,0.28696,-0.261208,0.230364,-0.196787,0.162776,-0.130325,0.100949,-0.075609,0.054722,-0.038242,0.025783,-0.016753,0.01048,-0.006303,0.003639,-0.002013,0.001065,-0.000538,0.000258,-0.000118,5.1e-05,-2e-05,8e-06,-3e-06,1e-06,-0.0,0.0,-0.0,-0.0,0.0
